Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Bytes,Mean,Error,StdDev,Scaled,ScaledSD,Throughput
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,67.180 ns,0.4323 ns,0.4044 ns,?,?,"3,634 MiB/s"
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,55.048 ns,0.2523 ns,0.2360 ns,?,?,"4,435 MiB/s"
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,177.922 ns,1.0859 ns,1.0158 ns,?,?,"1,372 MiB/s"
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,291.945 ns,1.6342 ns,1.5286 ns,?,?,836 MiB/s
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,90.087 ns,0.4699 ns,0.4395 ns,?,?,"2,710 MiB/s"
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,149.372 ns,1.0849 ns,1.0148 ns,?,?,"1,634 MiB/s"
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,126.904 ns,0.4296 ns,0.3587 ns,?,?,"1,924 MiB/s"
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,342.290 ns,2.5709 ns,2.4049 ns,?,?,713 MiB/s
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,113.167 ns,0.6287 ns,0.5881 ns,?,?,"2,157 MiB/s"
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,40.664 ns,0.2123 ns,0.1986 ns,?,?,"6,004 MiB/s"
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,256,44.895 ns,0.2289 ns,0.2141 ns,?,?,"5,438 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"2,100.688 ns",13.6475 ns,12.7659 ns,?,?,465 MiB/s
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,649.264 ns,4.0736 ns,3.8104 ns,?,?,"1,504 MiB/s"
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,530.638 ns,2.2311 ns,2.0869 ns,?,?,"1,840 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,391.606 ns",7.8799 ns,7.3708 ns,?,?,702 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"3,238.821 ns",12.5153 ns,11.7068 ns,?,?,302 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"5,803.173 ns",33.5417 ns,31.3749 ns,?,?,168 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"2,341.141 ns",12.3504 ns,11.5526 ns,?,?,417 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"4,182.566 ns",24.4490 ns,22.8696 ns,?,?,233 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"2,034.547 ns",11.0851 ns,10.3690 ns,?,?,480 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,501.176 ns",9.2016 ns,8.6072 ns,?,?,651 MiB/s
HashByteArray,City32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,200.585 ns",3.4856 ns,2.9107 ns,?,?,813 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,247.489 ns",6.5202 ns,6.0990 ns,?,?,783 MiB/s
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,271.625 ns",8.5442 ns,7.9922 ns,?,?,768 MiB/s
HashByteArray,SeaHash_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,296.888 ns,1.1459 ns,0.9569 ns,?,?,"3,289 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,530.599 ns,2.5654 ns,2.3997 ns,?,?,"1,840 MiB/s"
HashByteArray,XxHash32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,514.106 ns,2.3039 ns,2.0424 ns,?,?,"1,900 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,300.588 ns,2.0433 ns,1.9113 ns,?,?,"3,249 MiB/s"
HashByteArray,HalfSip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"4,259.569 ns",32.1469 ns,30.0702 ns,?,?,229 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"9,010.374 ns",55.6217 ns,52.0286 ns,?,?,108 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"2,302.977 ns",15.7992 ns,14.7786 ns,?,?,424 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"4,419.902 ns",25.0241 ns,23.4076 ns,?,?,221 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"2,043.388 ns",13.5805 ns,12.7032 ns,?,?,478 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,647.060 ns,4.0706 ns,3.8077 ns,?,?,"1,509 MiB/s"
HashByteArray,City32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,754.169 ns",8.4755 ns,7.9280 ns,?,?,557 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,477.634 ns,3.1316 ns,2.9293 ns,?,?,"2,045 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,544.362 ns,6.3311 ns,5.9221 ns,?,?,"1,794 MiB/s"
HashByteArray,SeaHash_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,253.716 ns,1.1249 ns,0.9393 ns,?,?,"3,849 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,406.000 ns,2.0828 ns,1.9483 ns,?,?,"2,405 MiB/s"
HashByteArray,XxHash32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,228.340 ns,1.3098 ns,1.2252 ns,?,?,"4,277 MiB/s"
HashByteArray,XxHash64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,144.732 ns,1.1089 ns,1.0373 ns,?,?,"6,747 MiB/s"
HashByteArray,HalfSip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,619.068 ns,3.5673 ns,3.3369 ns,?,?,"1,577 MiB/s"
HashByteArray,HalfSip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,"1,074.143 ns",8.7435 ns,8.1786 ns,?,?,909 MiB/s
HashByteArray,Sip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,315.841 ns,1.8536 ns,1.7338 ns,?,?,"3,092 MiB/s"
HashByteArray,Sip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,544.327 ns,3.4560 ns,3.2327 ns,?,?,"1,794 MiB/s"
HashByteArray,Marvin32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,480.289 ns,2.8781 ns,2.6921 ns,?,?,"2,033 MiB/s"
HashByteArray,SpookyV2_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,696.591 ns,4.1587 ns,3.6866 ns,?,?,"1,402 MiB/s"
HashByteArray,City32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,430.911 ns,2.9327 ns,2.4489 ns,?,?,"2,266 MiB/s"
HashByteArray,City64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,131.626 ns,3.3600 ns,2.8057 ns,?,?,"7,419 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,1024,133.223 ns,0.6821 ns,0.6380 ns,?,?,"7,330 MiB/s"
HashByteArray,SeaHash_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,258.571 ns,1.7397 ns,1.6273 ns,?,?,"3,777 MiB/s"
HashByteArray,Murmur3x8632_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,407.676 ns,2.2160 ns,2.0729 ns,?,?,"2,395 MiB/s"
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,224.147 ns,1.1039 ns,1.0326 ns,?,?,"4,357 MiB/s"
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,144.869 ns,0.4659 ns,0.3637 ns,?,?,"6,741 MiB/s"
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,621.294 ns,2.3370 ns,2.0717 ns,?,?,"1,572 MiB/s"
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,"1,075.885 ns",5.4387 ns,5.0873 ns,?,?,908 MiB/s
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,318.992 ns,1.6830 ns,1.5743 ns,?,?,"3,061 MiB/s"
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,543.771 ns,2.7815 ns,2.6018 ns,?,?,"1,796 MiB/s"
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,480.087 ns,2.9393 ns,2.7494 ns,?,?,"2,034 MiB/s"
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,689.532 ns,2.5892 ns,2.4219 ns,?,?,"1,416 MiB/s"
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,429.851 ns,2.6376 ns,2.4672 ns,?,?,"2,272 MiB/s"
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,129.975 ns,0.7232 ns,0.6765 ns,?,?,"7,513 MiB/s"
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,1024,133.723 ns,0.9576 ns,0.8958 ns,?,?,"7,303 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"8,266.661 ns",53.9868 ns,50.4993 ns,?,?,473 MiB/s
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"2,537.056 ns",14.1362 ns,13.2230 ns,?,?,"1,540 MiB/s"
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"2,008.120 ns",11.6196 ns,10.8690 ns,?,?,"1,945 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"5,219.074 ns",37.6357 ns,35.2044 ns,?,?,748 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"12,763.444 ns",64.2494 ns,60.0989 ns,?,?,306 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"23,047.334 ns",121.5812 ns,113.7271 ns,?,?,169 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"9,108.210 ns",64.6522 ns,60.4757 ns,?,?,429 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"16,400.314 ns",104.2773 ns,97.5410 ns,?,?,238 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"8,054.558 ns",37.5509 ns,35.1251 ns,?,?,485 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"5,149.065 ns",33.9393 ns,31.7468 ns,?,?,759 MiB/s
HashByteArray,City32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"4,669.019 ns",32.0393 ns,29.9696 ns,?,?,837 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"4,814.652 ns",21.6012 ns,20.2058 ns,?,?,811 MiB/s
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"4,844.683 ns",26.6394 ns,24.9185 ns,?,?,806 MiB/s
HashByteArray,SeaHash_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,148.889 ns",8.2814 ns,7.7464 ns,?,?,"3,400 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"2,130.534 ns",13.8137 ns,12.9213 ns,?,?,"1,833 MiB/s"
HashByteArray,XxHash32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,982.195 ns",16.9338 ns,15.8399 ns,?,?,"1,971 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,120.052 ns",6.9772 ns,6.5265 ns,?,?,"3,488 MiB/s"
HashByteArray,HalfSip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"16,825.650 ns",121.2046 ns,113.3748 ns,?,?,232 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"35,749.927 ns",237.6932 ns,222.3383 ns,?,?,109 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"8,968.171 ns",52.6952 ns,49.2911 ns,?,?,436 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"17,375.700 ns",53.0468 ns,41.4155 ns,?,?,225 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"8,144.016 ns",12.9013 ns,10.0725 ns,?,?,480 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,959.495 ns",11.3202 ns,10.5890 ns,?,?,"1,993 MiB/s"
HashByteArray,City32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"6,817.570 ns",29.2902 ns,27.3981 ns,?,?,573 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,839.798 ns",11.3389 ns,10.6064 ns,?,?,"2,123 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"2,111.400 ns",9.0872 ns,6.5706 ns,?,?,"1,850 MiB/s"
HashByteArray,SeaHash_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,995.423 ns,7.0886 ns,6.6307 ns,?,?,"3,924 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"1,585.584 ns",8.4054 ns,7.8624 ns,?,?,"2,464 MiB/s"
HashByteArray,XxHash32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,829.829 ns,4.6675 ns,4.3660 ns,?,?,"4,707 MiB/s"
HashByteArray,XxHash64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,459.891 ns,1.6505 ns,1.5439 ns,?,?,"8,494 MiB/s"
HashByteArray,HalfSip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,4096,"2,389.737 ns",12.3697 ns,11.5706 ns,?,?,"1,635 MiB/s"
