Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,RemoveOutliers,Affinity,Jit,Platform,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,RetainVm,Server,Clock,EngineFactory,Toolchain,InvocationCount,IterationTime,LaunchCount,RunStrategy,TargetCount,UnrollFactor,WarmupCount,Bytes,Mean,Error,StdDev,Scaled,ScaledSD,Throughput
HashByteArray,Sip13_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,19.109 ns,0.1300 ns,0.1216 ns,14.61,0.21,599 MiB/s
CombineHashCodes,XXHash64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,6.168 ns,0.0473 ns,0.0442 ns,4.72,0.07,"1,855 MiB/s"
CombineHashCodes,SeaHash_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,8.953 ns,0.0765 ns,0.0716 ns,6.85,0.10,"1,278 MiB/s"
HashByteArray,Sip24_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,23.843 ns,0.1185 ns,0.1108 ns,18.23,0.25,480 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,16.295 ns,0.0960 ns,0.0898 ns,12.46,0.18,702 MiB/s
HashByteArray,Marvin32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,20.648 ns,0.1430 ns,0.1338 ns,15.79,0.23,554 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,6.490 ns,0.0489 ns,0.0458 ns,4.96,0.07,"1,763 MiB/s"
HashByteArray,SpookyV2_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,32.990 ns,0.2447 ns,0.2289 ns,25.22,0.37,347 MiB/s
CombineHashCodes,City64_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,4.949 ns,0.0346 ns,0.0324 ns,3.78,0.06,"2,312 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,7.278 ns,0.0520 ns,0.0486 ns,5.56,0.08,"1,572 MiB/s"
HashByteArray,City32_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,9.527 ns,0.0790 ns,0.0739 ns,7.28,0.11,"1,201 MiB/s"
HashByteArray,City64_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,7.967 ns,0.0787 ns,0.0736 ns,6.09,0.10,"1,436 MiB/s"
HashByteArray,City64WithSeeds_Block,clr-ryu-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,12,11.405 ns,0.0741 ns,0.0693 ns,8.72,0.13,"1,003 MiB/s"
CombineHashCodes,Empty,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,1.725 ns,0.0190 ns,0.0177 ns,1.00,0.00,"6,635 MiB/s"
HashByteArray,SeaHash_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,17.609 ns,0.1146 ns,0.1072 ns,10.21,0.12,650 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,2.957 ns,0.0235 ns,0.0220 ns,1.71,0.02,"3,870 MiB/s"
HashByteArray,Murmur3x8632_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,15.159 ns,0.1312 ns,0.1227 ns,8.79,0.11,755 MiB/s
HashByteArray,XxHash32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,24.710 ns,0.0914 ns,0.0855 ns,14.33,0.15,463 MiB/s
CombineHashCodes,Murmur3A_Steps,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,6.700 ns,0.0581 ns,0.0515 ns,3.88,0.05,"1,708 MiB/s"
HashByteArray,XxHash64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,26.949 ns,0.1863 ns,0.1743 ns,15.63,0.18,425 MiB/s
CombineHashCodes,HSip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,17.214 ns,0.0615 ns,0.0480 ns,9.98,0.10,665 MiB/s
CombineHashCodes,HSip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,25.637 ns,0.0863 ns,0.0721 ns,14.87,0.15,446 MiB/s
HashByteArray,HalfSip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,30.294 ns,0.1440 ns,0.1347 ns,17.57,0.19,378 MiB/s
CombineHashCodes,Sip13_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,13.766 ns,0.1199 ns,0.1121 ns,7.98,0.10,831 MiB/s
CombineHashCodes,Sip24_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,18.530 ns,0.1841 ns,0.1722 ns,10.74,0.14,618 MiB/s
CombineHashCodes,Marvin32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,17.578 ns,0.1318 ns,0.1232 ns,10.19,0.12,651 MiB/s
HashByteArray,HalfSip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,39.308 ns,0.2521 ns,0.2358 ns,22.79,0.26,291 MiB/s
CombineHashCodes,XXHash32_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,7.073 ns,0.0483 ns,0.0452 ns,4.10,0.05,"1,618 MiB/s"
HashByteArray,Sip13_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,20.869 ns,0.0991 ns,0.0927 ns,12.10,0.13,548 MiB/s
CombineHashCodes,XXHash64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,9.078 ns,0.0286 ns,0.0254 ns,5.26,0.05,"1,261 MiB/s"
CombineHashCodes,SeaHash_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,11.386 ns,0.0584 ns,0.0546 ns,6.60,0.07,"1,005 MiB/s"
HashByteArray,Sip24_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,25.032 ns,0.1444 ns,0.1351 ns,14.52,0.16,457 MiB/s
CombineHashCodes,SpookyV2_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,18.375 ns,0.1350 ns,0.1263 ns,10.66,0.13,623 MiB/s
HashByteArray,Marvin32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,21.408 ns,0.1012 ns,0.0947 ns,12.41,0.13,535 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,9.063 ns,0.0655 ns,0.0612 ns,5.26,0.06,"1,263 MiB/s"
HashByteArray,SpookyV2_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,33.062 ns,0.2111 ns,0.1974 ns,19.17,0.22,346 MiB/s
CombineHashCodes,City64_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,5.246 ns,0.0293 ns,0.0274 ns,3.04,0.03,"2,181 MiB/s"
CombineHashCodes,City64WithSeeds_Combine,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,9.401 ns,0.0574 ns,0.0537 ns,5.45,0.06,"1,217 MiB/s"
HashByteArray,City32_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,9.428 ns,0.0629 ns,0.0558 ns,5.47,0.06,"1,214 MiB/s"
HashByteArray,City64_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,8.008 ns,0.0660 ns,0.0617 ns,4.64,0.06,"1,429 MiB/s"
HashByteArray,City64WithSeeds_Block,core-x86-64,False,Default,Default,Default,Default,Default,Default,15,RyuJit,X64,Core,False,True,False,True,False,False,Default,Default,CoreCsProj,1,Default,Default,Default,Default,16,Default,12,11.614 ns,0.1353 ns,0.1199 ns,6.73,0.09,985 MiB/s
CombineHashCodes,Empty,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,2.172 ns,0.0203 ns,0.0190 ns,1.00,0.00,"7,024 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,72.840 ns,0.3779 ns,0.3535 ns,33.53,0.33,209 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,3.342 ns,0.0366 ns,0.0342 ns,1.54,0.02,"4,566 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,26.418 ns,0.1924 ns,0.1800 ns,12.16,0.13,578 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,43.128 ns,0.2376 ns,0.2223 ns,19.86,0.20,354 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,15.179 ns,0.0934 ns,0.0874 ns,6.99,0.07,"1,005 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,87.384 ns,0.4992 ns,0.4669 ns,40.23,0.40,175 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,112.138 ns,0.5335 ns,0.4991 ns,51.63,0.49,136 MiB/s
CombineHashCodes,HSip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,174.800 ns,0.6880 ns,0.6099 ns,80.48,0.74,87 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,99.496 ns,0.4926 ns,0.4607 ns,45.81,0.44,153 MiB/s
CombineHashCodes,Sip13_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,120.796 ns,0.7287 ns,0.6816 ns,55.61,0.56,126 MiB/s
CombineHashCodes,Sip24_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,285.908 ns,1.5164 ns,1.4184 ns,131.63,1.29,53 MiB/s
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,53.421 ns,0.3369 ns,0.3151 ns,24.59,0.25,286 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,162.775 ns,0.8896 ns,0.8321 ns,74.94,0.74,94 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,28.163 ns,0.1833 ns,0.1715 ns,12.97,0.13,542 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,120.514 ns,0.6631 ns,0.6203 ns,55.48,0.55,127 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,59.169 ns,0.2544 ns,0.2379 ns,27.24,0.25,258 MiB/s
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,59.028 ns,0.2898 ns,0.2711 ns,27.18,0.26,259 MiB/s
HashByteArray,Sip24_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,182.028 ns,0.8328 ns,0.7790 ns,83.80,0.79,84 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,158.557 ns,0.3920 ns,0.3061 ns,73.00,0.64,96 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,63.202 ns,0.3920 ns,0.3667 ns,29.10,0.30,241 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,21.430 ns,0.1266 ns,0.1184 ns,9.87,0.10,712 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,182.251 ns,0.8563 ns,0.8010 ns,83.91,0.80,84 MiB/s
CombineHashCodes,City64_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,32.948 ns,0.1526 ns,0.1103 ns,15.17,0.14,463 MiB/s
CombineHashCodes,City64WithSeeds_Combine,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,43.812 ns,0.3140 ns,0.2937 ns,20.17,0.22,348 MiB/s
HashByteArray,City32_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,23.112 ns,0.1562 ns,0.1385 ns,10.64,0.11,660 MiB/s
HashByteArray,City64_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,35.711 ns,0.1484 ns,0.1316 ns,16.44,0.15,427 MiB/s
HashByteArray,City64WithSeeds_Block,clr-legacy-x86-32,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X86,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,50.937 ns,0.2686 ns,0.2512 ns,23.45,0.23,300 MiB/s
CombineHashCodes,Empty,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,1.730 ns,0.0203 ns,0.0190 ns,1.00,0.00,"8,818 MiB/s"
HashByteArray,SeaHash_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,21.372 ns,0.1481 ns,0.1386 ns,12.35,0.15,714 MiB/s
CombineHashCodes,MultiplyAdd_Reordered_Custom,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,3.014 ns,0.0299 ns,0.0265 ns,1.74,0.02,"5,063 MiB/s"
HashByteArray,Murmur3x8632_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,17.905 ns,0.1212 ns,0.1134 ns,10.35,0.13,852 MiB/s
HashByteArray,XxHash32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,27.841 ns,0.1744 ns,0.1631 ns,16.09,0.19,548 MiB/s
CombineHashCodes,Murmur3A_Steps,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,12.013 ns,0.0545 ns,0.0510 ns,6.94,0.08,"1,270 MiB/s"
HashByteArray,XxHash64_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,22.506 ns,0.1345 ns,0.1258 ns,13.01,0.15,678 MiB/s
CombineHashCodes,HSip13_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,121.491 ns,1.2392 ns,1.1591 ns,70.22,0.99,126 MiB/s
CombineHashCodes,HSip24_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,210.943 ns,1.3778 ns,1.1505 ns,121.92,1.44,72 MiB/s
HashByteArray,HalfSip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,135.515 ns,0.7520 ns,0.7034 ns,78.32,0.92,113 MiB/s
CombineHashCodes,Sip13_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,88.602 ns,0.5192 ns,0.4857 ns,51.21,0.61,172 MiB/s
CombineHashCodes,Sip24_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,147.592 ns,0.5627 ns,0.5263 ns,85.30,0.95,103 MiB/s
CombineHashCodes,Marvin32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,62.254 ns,0.5344 ns,0.4737 ns,35.98,0.46,245 MiB/s
HashByteArray,HalfSip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,258.772 ns,1.5562 ns,1.4557 ns,149.56,1.78,59 MiB/s
CombineHashCodes,XXHash32_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,20.604 ns,0.1328 ns,0.1243 ns,11.91,0.14,741 MiB/s
HashByteArray,Sip13_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,113.290 ns,0.6744 ns,0.6308 ns,65.48,0.78,135 MiB/s
CombineHashCodes,XXHash64_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,13.017 ns,0.0723 ns,0.0677 ns,7.52,0.09,"1,172 MiB/s"
CombineHashCodes,SeaHash_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,12.396 ns,0.0905 ns,0.0802 ns,7.16,0.09,"1,231 MiB/s"
HashByteArray,Sip24_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,184.617 ns,0.4553 ns,0.3802 ns,106.70,1.15,83 MiB/s
CombineHashCodes,SpookyV2_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,123.986 ns,0.8678 ns,0.8117 ns,71.66,0.88,123 MiB/s
HashByteArray,Marvin32_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,48.318 ns,0.3186 ns,0.2661 ns,27.93,0.33,316 MiB/s
CombineHashCodes,City32_CustomSeed_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,34.549 ns,0.2889 ns,0.2702 ns,19.97,0.26,442 MiB/s
HashByteArray,SpookyV2_Block,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,142.187 ns,0.8407 ns,0.7864 ns,82.18,0.97,107 MiB/s
CombineHashCodes,City64_Combine,clr-legacy-x86-64,False,Default,Default,Default,Default,Default,Default,15,LegacyJit,X64,Clr,False,True,False,True,False,False,Default,Default,Default,1,Default,Default,Default,Default,16,Default,16,11.879 ns,0.0659 ns,0.0616 ns,6.87,0.08,"1,285 MiB/s"
